"Player Name","City, State","Position","Composite Rating","Star Rating","University","Conference","Class","Latitude","Longitude"
"George Wilson","Virginia Beach, VA","Edge",0.8892,"3","Florida State","ACC",2021,36.8529841,-75.9774183
"Byron Turner Jr.","New Orleans, LA","DL",0.8851,"3","Florida State","ACC",2021,29.9499323,-90.0701156
"Joshua Burrell","Blythewood, SC","WR",0.8763,"3","Florida State","ACC",2021,34.2187005,-80.9845691801123
"Bryson Estes","Mcdonough, GA","IOL",0.8717,"3","Florida State","ACC",2021,33.4473361,-84.1468616
"Kevin Knowles II","Hollywood, FL","CB",0.871,"3","Florida State","ACC",2021,26.0112014,-80.1494901
"Jackson West","Huntsville, AL","TE",0.8702,"3","Florida State","ACC",2021,34.729847,-86.5859011
"Joshua Farmer","Havana, FL","DL",0.8676,"3","Florida State","ACC",2021,30.6335883,-84.4129253649247
"Jordan Eubanks","Denton, TX","LB",0.8552,"3","Florida State","ACC",2021,33.1838787,-97.1413417
"Shyheim Brown","Lake City, FL","LB",0.8539,"3","Florida State","ACC",2021,30.1894252,-82.6394803
"Koby Gross","Pleasant Hill, CA","TE",0.8465,"3","Florida State","ACC",2021,37.9479786,-122.0607963
"Zane Smith","Little River, SC","P",0.7863,"2","Florida State","ACC",2021,33.8727006,-78.6232583
"James BlackStrain","Melbourne, FL","WR",0.9012,"4","Georgia Tech","ACC",2021,28.106471,-80.6371513
"Leo Blackburn","Atlanta, GA","TE",0.8929,"4","Georgia Tech","ACC",2021,33.7489924,-84.3902644
"Trenilyas Tatum","Jonesboro, GA","LB",0.8871,"3","Georgia Tech","ACC",2021,33.5215013,-84.3538128
"Kaleb Edwards","Dacula, GA","S",0.8842,"3","Georgia Tech","ACC",2021,33.9887165,-83.8979573
"Weston Franklin","Jesup, GA","IOL",0.8784,"3","Georgia Tech","ACC",2021,31.6074365,-81.8853924
"Sirad Bryant","Cordele, GA","S",0.8702,"3","Georgia Tech","ACC",2021,31.9635074,-83.7823938
"Joshua Robinson","Douglasville, GA","Edge",0.87,"3","Georgia Tech","ACC",2021,33.7514966,-84.7477136
"Malik Rutherford","Hialeah, FL","WR",0.8688,"3","Georgia Tech","ACC",2021,25.8670439,-80.2914645205857
"Chayden Peery","Chatsworth, CA","QB",0.8668,"3","Georgia Tech","ACC",2021,34.2595715,-118.6023247
"Jakiah Leftwich","Atlanta, GA","OT",0.8614,"3","Georgia Tech","ACC",2021,33.7489924,-84.3902644
"Jamal Haynes","Loganville, GA","ATH",0.8606,"3","Georgia Tech","ACC",2021,33.8389977,-83.9007382
"Grey Carroll","Alcoa, TN","DL",0.8601,"3","Georgia Tech","ACC",2021,35.7895271,-83.9737935
"Noah Collins","Loganville, GA","Edge",0.8588,"3","Georgia Tech","ACC",2021,33.8389977,-83.9007382
"Ben Postma","Cypress, TX","TE",0.8464,"3","Georgia Tech","ACC",2021,29.9691116,-95.6971686
"David Shanahan","Australia, AUST","P",0.8134,"3","Georgia Tech","ACC",2021,-37.9872428,145.215905
"Zeek Biggers","Mount Ulla, NC","DL",0.8074,"3","Georgia Tech","ACC",2021,35.6584725,-80.7267361
"Benjamin Perry","Chicago, IL","S",0.8905,"4","Louisville","ACC",2021,41.8755616,-87.6244212
"Trevion Cooley","Knightdale, NC","RB",0.889,"3","Louisville","ACC",2021,35.7878975,-78.4822938
"Victoine Brown","Loganville, GA","DL",0.8776,"3","Louisville","ACC",2021,33.8389977,-83.9007382
"Bralyn Oliver","Cornelius, NC","S",0.8742,"3","Louisville","ACC",2021,35.481705,-80.8590006
"Ahmari Huggins-Bruce","Dillon, SC","WR",0.8709,"3","Louisville","ACC",2021,34.4165391,-79.3713948
"Jaraye Williams","Burien, WA","LB",0.8703,"3","Louisville","ACC",2021,47.469918,-122.3485274
"Demetrius Cannon","Saint Louis, MO","WR",0.87,"3","Louisville","ACC",2021,38.6264256,-90.1995853
"Michael Gonzalez","Monroe, NC","IOL",0.8643,"3","Louisville","ACC",2021,34.9854275,-80.5495112
"Aaron Gunn","New Castle, PA","IOL",0.8614,"3","Louisville","ACC",2021,40.9999202,-80.3471856
"Victor Mullen","Ottawa, IL","TE",0.8613,"3","Louisville","ACC",2021,41.3516628,-88.845436
"Kani Walker","Douglasville, GA","CB",0.8593,"3","Louisville","ACC",2021,33.7514966,-84.7477136
"Jackson Hamilton","Roswell, GA","LB",0.858,"3","Louisville","ACC",2021,34.02332,-84.360022
"Rance Conner","Miami, FL","CB",0.8567,"3","Louisville","ACC",2021,25.7741728,-80.19362
"Caleb Banks","Southfield, MI","DL",0.854,"3","Louisville","ACC",2021,42.4733689,-83.2218731
"TJ Quinn","Valdosta, GA","S",0.8538,"3","Louisville","ACC",2021,30.8327022,-83.2784851
"TJ Lewis","Brunswick, GA","QB",0.8525,"3","Louisville","ACC",2021,31.1499528,-81.4914894
"Christian Pedersen","San Mateo, CA","TE",0.8519,"3","Louisville","ACC",2021,37.496904,-122.3330573
"Derrick Edwards","Cocoa, FL","CB",0.8485,"3","Louisville","ACC",2021,28.3553873,-80.7318827
"RJ Sorensen","Fort Lauderdale, FL","DL",0.8485,"3","Louisville","ACC",2021,26.1223084,-80.1433786
"Ashton Gillotte","Boca Raton, FL","Edge",0.8432,"3","Louisville","ACC",2021,26.3586885,-80.0830984
"Jaylin Alderman","Valdosta, GA","LB",0.8431,"3","Louisville","ACC",2021,30.8327022,-83.2784851
"Ryheem Craig","Taylorsville, NC","Edge",0.8358,"3","Louisville","ACC",2021,35.9219402,-81.1763421
"Mark Vassett","Australia, AUST","P",0.8147,"3","Louisville","ACC",2021,-37.9872428,145.215905
"Gabe Krug","El Cajon, CA","QB",NA,NA,"Louisville","ACC",2021,32.7947731,-116.9625269
"Trey Franklin","Council Bluffs, IA","CB",NA,NA,"Louisville","ACC",2021,41.2621283,-95.8613912
"Brock Domann","Independence, KS","QB",NA,NA,"Louisville","ACC",2021,37.2242358,-95.7083131
"Shavarick Williams","Summit, MS","S",NA,NA,"Louisville","ACC",2021,31.2837867,-90.4684315
"Leonard Taylor","Miami, FL","DL",0.9938,"5","Miami","ACC",2021,25.7741728,-80.19362
"James Williams","Fort Lauderdale, FL","S",0.9921,"5","Miami","ACC",2021,26.1223084,-80.1433786
"Jake Garcia","Loganville, GA","QB",0.9761,"4","Miami","ACC",2021,33.8389977,-83.9007382
"Romello Brinson","Miami, FL","WR",0.9368,"4","Miami","ACC",2021,25.7741728,-80.19362
"Jacolby George","Fort Lauderdale, FL","WR",0.9257,"4","Miami","ACC",2021,26.1223084,-80.1433786
"Laurance Seymore","Miami, FL","IOL",0.9248,"4","Miami","ACC",2021,25.7741728,-80.19362
"Elijah Arroyo","Frisco, TX","TE",0.917,"4","Miami","ACC",2021,33.1506744,-96.8236116
"Brashard Smith","Miami, FL","WR",0.9157,"4","Miami","ACC",2021,25.7741728,-80.19362
"Cody Brown","Lilburn, GA","RB",0.9134,"4","Miami","ACC",2021,33.8901036,-84.1429719
"Jabari Ishmael","Miami, FL","Edge",0.912,"4","Miami","ACC",2021,25.7741728,-80.19362
"Thad Franklin","Hollywood, FL","RB",0.9098,"4","Miami","ACC",2021,26.0112014,-80.1494901
"Chase Smith","Melbourne, FL","ATH",0.9017,"4","Miami","ACC",2021,28.106471,-80.6371513
"Kamren Kinchens","Miami, FL","S",0.8954,"4","Miami","ACC",2021,25.7741728,-80.19362
"Michael McLaughlin","Pompano Beach, FL","OT",0.8938,"4","Miami","ACC",2021,26.2378597,-80.1247667
"Ryan Rodriguez","Miami, FL","IOL",0.8851,"3","Miami","ACC",2021,25.7741728,-80.19362
"Thomas Davis","Valdosta, GA","LB",0.8763,"3","Miami","ACC",2021,30.8327022,-83.2784851
"Tyler Johnson","Miami, FL","LB",0.8748,"3","Miami","ACC",2021,25.7741728,-80.19362
"Deshawn Troutman","Orlando, FL","LB",0.8654,"3","Miami","ACC",2021,28.5421109,-81.3790304
"Kahlil Brantley","Miami, FL","TE",0.8606,"3","Miami","ACC",2021,25.7741728,-80.19362
"Malik Curtis","Fort Myers, FL","ATH",0.8572,"3","Miami","ACC",2021,26.640628,-81.8723084
"Allan Haye","Hollywood, FL","DL",0.8559,"3","Miami","ACC",2021,26.0112014,-80.1494901
"Andres Borregales","Hialeah, FL","K",0.8297,"3","Miami","ACC",2021,25.8670439,-80.2914645205857
"Keeshawn Silver","Rocky Mount, NC","DL",0.9841,"5","North Carolina","ACC",2021,35.9423833,-77.7956949
"Drake Maye","Charlotte, NC","QB",0.9724,"4","North Carolina","ACC",2021,35.2272086,-80.8430827
"Raneiria Dillworth","Kernersville, NC","LB",0.9562,"4","North Carolina","ACC",2021,36.1198589,-80.0736533
"Power Echols","Charlotte, NC","LB",0.9408,"4","North Carolina","ACC",2021,35.2272086,-80.8430827
"Jahvaree Ritzie","Kernersville, NC","DL",0.9394,"4","North Carolina","ACC",2021,36.1198589,-80.0736533
"DeAndre Boykins","Concord, NC","ATH",0.9249,"4","North Carolina","ACC",2021,35.4094178,-80.5800049
"Gavin Blackwell","Monroe, NC","WR",0.9191,"4","North Carolina","ACC",2021,34.9854275,-80.5495112
"Gabe Stephens","Mount Holly, NC","ATH",0.9134,"4","North Carolina","ACC",2021,35.2976298,-81.0161686
"Kamarro Edmonds","Havelock, NC","RB",0.9087,"4","North Carolina","ACC",2021,34.8785,-76.9014457
"Eli Sutton","Brentwood, TN","OT",0.9078,"4","North Carolina","ACC",2021,36.0325687,-86.7825235
"Dontavius Nash","Gastonia, NC","S",0.9048,"4","North Carolina","ACC",2021,35.2622158,-81.1838794
"Bryson Nesbit","Charlotte, NC","TE",0.8937,"4","North Carolina","ACC",2021,35.2272086,-80.8430827
"JJ Jones","Myrtle Beach, SC","WR",0.8863,"3","North Carolina","ACC",2021,33.6956461,-78.8900409
"Dontae Balfour","Starke, FL","CB",0.8822,"3","North Carolina","ACC",2021,29.9443549,-82.1101114
"Kobe Paysour","Gaffney, SC","WR",0.8817,"3","North Carolina","ACC",2021,35.0717945,-81.6498195
"Diego Pounds","Raleigh, NC","OT",0.8789,"3","North Carolina","ACC",2021,35.7803977,-78.6390989
"Tymir Brown","Jacksonville, NC","ATH",0.8785,"3","North Carolina","ACC",2021,34.7494749,-77.4208221
"Caleb Hood","Rockingham, NC","ATH",0.8653,"3","North Carolina","ACC",2021,34.9393201,-79.7739457
"Trevion Stevenson","Hampton, VA","Edge",0.8272,"3","North Carolina","ACC",2021,37.0300969,-76.3452057
"Micah Crowell","Kernersville, NC","WR",0.9209,"4","North Carolina State","ACC",2021,36.1198589,-80.0736533
"Jordan Poole","Oakboro, NC","LB",0.9131,"4","North Carolina State","ACC",2021,35.2257007,-80.3289521
"Aaron McLaughlin","Alpharetta, GA","QB",0.9067,"4","North Carolina State","ACC",2021,34.0709576,-84.2747329
"Travali Price","Lincolnton, NC","Edge",0.8863,"3","North Carolina State","ACC",2021,35.473745,-81.2545251
"Chase Hattley","Cary, NC","S",0.8736,"3","North Carolina State","ACC",2021,35.7882893,-78.7812081
"Caden Fordham","Jacksonville, FL","LB",0.8727,"3","North Carolina State","ACC",2021,30.3321838,-81.655651
"Julian Gray","Huntersville, NC","WR",0.8706,"3","North Carolina State","ACC",2021,35.4108278,-80.8429304
"Zyun Reeves","Kernersville, NC","DL",0.8647,"3","North Carolina State","ACC",2021,36.1198589,-80.0736533
"Fredrick Seabrough","Swainsboro, GA","TE",0.8634,"3","North Carolina State","ACC",2021,32.5973857,-82.3337376
"Cedric Seabrough","Swainsboro, GA","TE",0.8627,"3","North Carolina State","ACC",2021,32.5973857,-82.3337376
"Thornton Gentry","Chapin, SC","IOL",0.8594,"3","North Carolina State","ACC",2021,34.1659795,-81.3498212
"Nate Evans","Virginia Beach, VA","CB",0.8593,"3","North Carolina State","ACC",2021,36.8529841,-75.9774183
"Jaleel Davis","Rockingham, NC","OT",0.8572,"3","North Carolina State","ACC",2021,34.9393201,-79.7739457
"Mario Love","Cornelius, NC","CB",0.8519,"3","North Carolina State","ACC",2021,35.481705,-80.8590006
"Demie Sumo","Willingboro, NJ","RB",0.8477,"3","North Carolina State","ACC",2021,40.0278894,-74.8690542
"Jakolbe Baldwin","Rockingham, NC","WR",0.8464,"3","North Carolina State","ACC",2021,34.9393201,-79.7739457
"Lyndon Cooper","Carrollton, GA","IOL",0.8464,"3","North Carolina State","ACC",2021,33.5801103,-85.0766113
"Anthony Belton","Milledgeville, GA","OT",0.8431,"3","North Carolina State","ACC",2021,33.0801429,-83.2320991
"Sean Brown","Cornelius, NC","S",0.8248,"3","North Carolina State","ACC",2021,35.481705,-80.8590006
"Darius Edmundson","Louisburg, NC","S",0.8034,"3","North Carolina State","ACC",2021,36.0990393,-78.301106
"Jayden Tate","Lincolnton, NC","LS",0.7908,"2","North Carolina State","ACC",2021,35.473745,-81.2545251
"Elliot Donald","Pittsburgh, PA","DL",0.9449,"4","Pittsburgh","ACC",2021,40.4416941,-79.9900861
"Naquan Brown","Virginia Beach, VA","Edge",0.9144,"4","Pittsburgh","ACC",2021,36.8529841,-75.9774183
"Nahki Johnson","West Mifflin, PA","Edge",0.9074,"4","Pittsburgh","ACC",2021,40.3634026,-79.8664375
"Dorien Ford","Pittsburgh, PA","DL",0.8797,"3","Pittsburgh","ACC",2021,40.4416941,-79.9900861
"Khalil Anderson","Atlanta, GA","CB",0.8768,"3","Pittsburgh","ACC",2021,33.7489924,-84.3902644
"Phillip O'Brien Jr.","Deerfield Beach, FL","S",0.8743,"3","Pittsburgh","ACC",2021,26.318342,-80.0996306
"Rodney Hammond","Norfolk, VA","ATH",0.871,"3","Pittsburgh","ACC",2021,36.8968052,-76.2602336
"Terrence Moore","Massillon, OH","OT",0.8688,"3","Pittsburgh","ACC",2021,40.7965119,-81.5231597
"Malik Newton","Norfolk, VA","RB",0.8688,"3","Pittsburgh","ACC",2021,36.8968052,-76.2602336
"Javon McIntyre","Philadelphia, PA","S",0.8628,"3","Pittsburgh","ACC",2021,39.9527237,-75.1635262
"Terrence Enos","Detroit, MI","OT",0.8621,"3","Pittsburgh","ACC",2021,42.3315509,-83.0466403
"Stephon Hall","Monaca, PA","S",0.8598,"3","Pittsburgh","ACC",2021,40.6872885,-80.2714505
"Myles Alston","Virginia Beach, VA","ATH",0.8593,"3","Pittsburgh","ACC",2021,36.8529841,-75.9774183
"Tamarion Crumpley","Cincinnati, OH","CB",0.8551,"3","Pittsburgh","ACC",2021,39.1014537,-84.5124602
"Kyle Fugedi","Livonia, MI","OT",0.8523,"3","Pittsburgh","ACC",2021,42.36837,-83.3527097
"Nate Yarnell","Austin, TX","QB",0.8519,"3","Pittsburgh","ACC",2021,30.2711286,-97.7436995
"Noah Biglow","Seffner, FL","CB",0.8519,"3","Pittsburgh","ACC",2021,27.998541,-82.2748840022563
"Jake Renda","Bradenton, FL","TE",0.8472,"3","Pittsburgh","ACC",2021,27.4989278,-82.5748194
"Jaden Bradley","Hyattsville, MD","WR",0.8451,"3","Pittsburgh","ACC",2021,38.9529442,-76.9408647
"Gavin Bartholomew","Schuylkill Haven, PA","TE",0.8423,"3","Pittsburgh","ACC",2021,40.6306464,-76.171054
"Preston Lavant","Cordele, GA","LB",0.8343,"3","Pittsburgh","ACC",2021,31.9635074,-83.7823938
"Marco Fugar","Fort Lauderdale, FL","IOL",0.8302,"3","Pittsburgh","ACC",2021,26.1223084,-80.1433786
"Duce Chestnut","Camden, NJ","CB",0.885,"3","Syracuse","ACC",2021,39.9448402,-75.1198911
"Enrique Cruz","Villa Park, IL","OT",0.8755,"3","Syracuse","ACC",2021,41.8891319,-87.9774854
"Umari Hatcher","Woodbridge, VA","WR",0.8573,"3","Syracuse","ACC",2021,38.636447,-77.2676335118026
"Justin Lamson","El Dorado Hills, CA","QB",0.8552,"3","Syracuse","ACC",2021,38.67950505,-121.059365671279
"Oronde Gadsden II","Fort Lauderdale, FL","WR",0.8526,"3","Syracuse","ACC",2021,26.1223084,-80.1433786
"Jatius Geer","Honea Path, SC","DL",0.8519,"3","Syracuse","ACC",2021,34.44786825,-82.3944638178913
"Malcolm Folk","Newtown Square, PA","S",0.8498,"3","Syracuse","ACC",2021,39.9868117,-75.4007633
"Terry Lockett","Springfield, MA","DL",0.8484,"3","Syracuse","ACC",2021,42.1018764,-72.5886727
"Malik Matthew","Bronx, NY","LB",0.8477,"3","Syracuse","ACC",2021,40.8466508,-73.8785937
"Josh Hough","Beaver Falls, PA","RB",0.8477,"3","Syracuse","ACC",2021,40.7520097,-80.3192295
"Austin Roon","Byron Center, MI","LB",0.8411,"3","Syracuse","ACC",2021,42.81928795,-85.7279160225819
"Kalan Ellis","Honolulu, HI","IOL",0.841,"3","Syracuse","ACC",2021,21.304547,-157.855676
"Derek McDonald","Atlanta, GA","TE",0.8376,"3","Syracuse","ACC",2021,33.7489924,-84.3902644
"Landon Morris","Fishers, IN","TE",0.8356,"3","Syracuse","ACC",2021,39.96403895,-85.9305197361388
"Kendall Long","Lexington, SC","WR",0.8336,"3","Syracuse","ACC",2021,33.9804494,-81.2374167
"Elijah Fuentes","Bronx, NY","DL",0.8282,"3","Syracuse","ACC",2021,40.8466508,-73.8785937
"Tyler Magnuson","Minneapolis, MN","OT",0.8282,"3","Syracuse","ACC",2021,44.9772995,-93.2654692
"Austyn Kauhi","Honolulu, HI","OT",0.8282,"3","Syracuse","ACC",2021,21.304547,-157.855676
"Wes Hoeh","Glen Ellyn, IL","IOL",0.8234,"3","Syracuse","ACC",2021,41.8775293,-88.0670118
"Chase Simmons","Little River, SC","DL",0.8133,"3","Syracuse","ACC",2021,33.8727006,-78.6232583
"Jakob Bradford","Fort Dodge, IA","OT",NA,NA,"Syracuse","ACC",2021,42.4974694,-94.1680158
"Bryce Carter","Colonial Heights, VA","DL",0.9442,"4","Virginia","ACC",2021,37.2555718,-77.4112016
"Josh McCarron","Everett, WA","Edge",0.8958,"4","Virginia","ACC",2021,47.9673056,-122.2013998
"Logan Taylor","Alexandria, VA","OT",0.8948,"4","Virginia","ACC",2021,38.8051095,-77.0470229
"Jacob Rodriguez","Wichita Falls, TX","ATH",0.889,"3","Virginia","ACC",2021,33.9137085,-98.4933873
"Noah Josey","Brentwood, TN","IOL",0.885,"3","Virginia","ACC",2021,36.0325687,-86.7825235
"West Weeks","Watkinsville, GA","ATH",0.868,"3","Virginia","ACC",2021,33.8628959,-83.4087709
"Hugh Laughlin","Athens, GA","OT",0.8668,"3","Virginia","ACC",2021,33.9597677,-83.376398
"Michael Green","Williamsburg, VA","WR",0.8648,"3","Virginia","ACC",2021,37.2708788,-76.7074042
"Jay Woolfolk","Richmond, VA","QB",0.8597,"3","Virginia","ACC",2021,37.5385087,-77.43428
"Michael Diatta","Antioch, TN","DL",0.8593,"3","Virginia","ACC",2021,35.756467,-84.2179718
"Jesiah Davis","Cornelius, NC","WR",0.8552,"3","Virginia","ACC",2021,35.481705,-80.8590006
"Javin Burke","Cleveland, TN","ATH",0.8552,"3","Virginia","ACC",2021,35.1595182,-84.8766115
"Ty Furnish","Roswell, GA","IOL",0.854,"3","Virginia","ACC",2021,34.02332,-84.360022
"Charlie Patterson","Roswell, GA","OT",0.8526,"3","Virginia","ACC",2021,34.02332,-84.360022
"Aidan Ryan","Fredericksburg, VA","S",0.8511,"3","Virginia","ACC",2021,38.3031837,-77.4605399
"Micah Gaffney","Spanish Fort, AL","CB",0.8505,"3","Virginia","ACC",2021,30.6745365,-87.9348663532276
"Amaad Foston","Milledgeville, GA","RB",0.8505,"3","Virginia","ACC",2021,33.0801429,-83.2320991
"Langston Long","Arden, NC","S",0.8485,"3","Virginia","ACC",2021,35.4661821,-82.5164242
"Jack Witmer","Cypress, TX","TE",0.8443,"3","Virginia","ACC",2021,29.9691116,-95.6971686
"Jonas Sanker","Charlottesville, VA","S",0.8443,"3","Virginia","ACC",2021,38.029306,-78.4766781
"Lorenz Terry","Fork Union, VA","DL",0.8411,"3","Virginia","ACC",2021,37.7632986,-78.2626198
"James Jackson","Roanoke, VA","ATH",0.841,"3","Virginia","ACC",2021,37.270973,-79.9414313
"William Simpkins III","Gaithersburg, MD","CB",0.839,"3","Virginia","ACC",2021,39.1399187,-77.1929215
"Griffin Duggan","Suffolk, VA","OT",0.8265,"3","Virginia","ACC",2021,36.7282096,-76.5835703
"Malachi Fields","Charlottesville, VA","ATH",0.8262,"3","Virginia","ACC",2021,38.029306,-78.4766781
"DJ Harvey","Chatsworth, CA","CB",0.8937,"4","Virginia Tech","ACC",2021,34.2595715,-118.6023247
"Jack Hollifield","Shelby, NC","LB",0.871,"3","Virginia Tech","ACC",2021,35.2852619,-81.5379861415128
"Kenji Christian","Pinson, AL","RB",0.8647,"3","Virginia Tech","ACC",2021,33.706205,-86.6700789599277
"Jaden Keller","Bristol, TN","ATH",0.8647,"3","Virginia Tech","ACC",2021,36.5945034,-82.1885212
"Elijah Howard","Chattanooga, TN","RB",0.864,"3","Virginia Tech","ACC",2021,35.0457219,-85.3094883
"Jalen Stroman","Nokesville, VA","S",0.8639,"3","Virginia Tech","ACC",2021,38.6924475,-77.5768867806666
"Keli Lawson","Stephens City, VA","ATH",0.8632,"3","Virginia Tech","ACC",2021,39.0834398,-78.2180567
"Jaylen Jones","Richmond, VA","WR",0.8607,"3","Virginia Tech","ACC",2021,37.5385087,-77.43428
"Mattheus Carroll","Baltimore, MD","Edge",0.8593,"3","Virginia Tech","ACC",2021,39.2908816,-76.610759
"Cole Nelson","Alpharetta, GA","DL",0.8593,"3","Virginia Tech","ACC",2021,34.0709576,-84.2747329
"Da'Wain Lofton","Fort Worth, TX","ATH",0.8573,"3","Virginia Tech","ACC",2021,32.753177,-97.3327459
"Tahj Bullock","Jersey City, NJ","QB",0.8559,"3","Virginia Tech","ACC",2021,40.7215682,-74.047455
"DJ Sims","Church View, VA","WR",0.8551,"3","Virginia Tech","ACC",2021,37.6776411,-76.6782906
"Nykelius Johnson","Florence, SC","ATH",0.8519,"3","Virginia Tech","ACC",2021,34.1984435,-79.7671658
"Christian Moss","Kennesaw, GA","WR",0.8519,"3","Virginia Tech","ACC",2021,34.0234337,-84.6154897
"Jalen Hoyle","Englewood, NJ","S",0.8506,"3","Virginia Tech","ACC",2021,40.8928771,-73.9726381
"Will Johnson","Leonardtown, MD","LB",0.8499,"3","Virginia Tech","ACC",2021,38.2912431,-76.6357946
"Bryce Goodner","Athens, TN","IOL",0.8498,"3","Virginia Tech","ACC",2021,35.4428864,-84.5930113
"Malachi Thomas","Hartwell, GA","RB",0.8498,"3","Virginia Tech","ACC",2021,34.3528825,-82.932087
"Chance Black","Roebuck, SC","RB",0.8485,"3","Virginia Tech","ACC",2021,34.8826085,-81.9654710090806
"Desmond Mamudi","Tampa, FL","DL",0.8364,"3","Virginia Tech","ACC",2021,27.9477595,-82.458444
"Isi Etute","Virginia Beach, VA","LB",0.8357,"3","Virginia Tech","ACC",2021,36.8529841,-75.9774183
"Da'Shawn Elder","Fork Union, VA","S",0.835,"3","Virginia Tech","ACC",2021,37.7632986,-78.2626198
"Jared Gibble","Winston Salem, NC","TE",0.8294,"3","Virginia Tech","ACC",2021,36.0998131,-80.2440518
"Jorden McDonald","Salem, VA","CB",0.8255,"3","Virginia Tech","ACC",2021,37.293378,-80.054667
"Danijel Miletic","Germany, GERM","IOL",0.8219,"3","Virginia Tech","ACC",2021,48.4877696,12.3643401
"Jayden McDonald","Salem, VA","CB",0.8146,"3","Virginia Tech","ACC",2021,37.293378,-80.054667
"Bob Schick","Ephraim, UT","OT",NA,NA,"Virginia Tech","ACC",2021,39.3596842,-111.586305
"Santino Marucci","Jacksonville, FL","QB",0.8587,"3","Wake Forest","ACC",2021,30.3321838,-81.655651
"Jaydon Collins","Greer, SC","OT",0.8572,"3","Wake Forest","ACC",2021,34.9381361,-82.2272119
"Will Towns","Jackson, NJ","RB",0.8526,"3","Wake Forest","ACC",2021,39.7765048,-74.8623849
"Matt Gulbin","Wilton, CT","IOL",0.8519,"3","Wake Forest","ACC",2021,41.1953739,-73.4378988
"Quincy Bryant","Lilburn, GA","CB",0.8519,"3","Wake Forest","ACC",2021,33.8901036,-84.1429719
"Dylan Hazen","The Woodlands, TX","LB",0.8519,"3","Wake Forest","ACC",2021,30.1734194,-95.504686
"Bernard Gooden","Montgomery, AL","DL",0.8472,"3","Wake Forest","ACC",2021,32.3669656,-86.3006485
"Erik Russell","Boston, MA","OT",0.8451,"3","Wake Forest","ACC",2021,42.3602534,-71.0582912
"Brandon Williams","Johnston, SC","TE",0.841,"3","Wake Forest","ACC",2021,33.83208,-81.8009424
"Evan Slocum","Cartersville, GA","S",0.8376,"3","Wake Forest","ACC",2021,34.1650972,-84.7999383
"Christian Greene","Ashburn, VA","WR",0.835,"3","Wake Forest","ACC",2021,39.0300191,-77.4696464655766
"Joshua Sosanya","Raleigh, NC","S",0.8349,"3","Wake Forest","ACC",2021,35.7803977,-78.6390989
"DaShawn Jones","Baltimore, MD","CB",0.8335,"3","Wake Forest","ACC",2021,39.2908816,-76.610759
"Nick Sharpe","Gastonia, NC","DL",0.8323,"3","Wake Forest","ACC",2021,35.2622158,-81.1838794
"Billy Edwards","Burke, VA","QB",0.8322,"3","Wake Forest","ACC",2021,38.778416,-77.2749637731549
"Gavin Ellis","Hampstead, NC","TE",0.8301,"3","Wake Forest","ACC",2021,36.1448591,-80.122822
"Horatio Fields","Douglasville, GA","WR",0.8261,"3","Wake Forest","ACC",2021,33.7514966,-84.7477136
"Dez Williams","Leonardtown, MD","WR",0.8216,"3","Wake Forest","ACC",2021,38.2912431,-76.6357946
"Matthew Dennis","Charlotte, NC","K",0.7986,"3","Wake Forest","ACC",2021,35.2272086,-80.8430827
"Zavier Simpson","Indianapolis, IN","WR",0.783,"2","Wake Forest","ACC",2021,39.7683331,-86.1583502
"Blake Fisher","Avon, IN","OT",0.9738,"4","Notre Dame","ACC",2021,39.7628227,-86.3997168
"Rocco Spindler","Clarkston, MI","IOL",0.9714,"4","Notre Dame","ACC",2021,33.8095487,-84.2396434
"Tyler Buchner","La Mesa, CA","QB",0.9684,"4","Notre Dame","ACC",2021,32.7678288,-117.0230839
"Deion Colzie","Athens, GA","WR",0.957,"4","Notre Dame","ACC",2021,33.9597677,-83.376398
"Lorenzo Styles","Pickerington, OH","WR",0.9477,"4","Notre Dame","ACC",2021,39.8962773,-82.7731904974881
"Gabriel Rubio","Saint Peters, MO","DL",0.9473,"4","Notre Dame","ACC",2021,38.791612,-90.5958468
"Prince Kollie","Jonesborough, TN","LB",0.9366,"4","Notre Dame","ACC",2021,36.2944928,-82.4734089
"Cane Berrong","Hartwell, GA","TE",0.9137,"4","Notre Dame","ACC",2021,34.3528825,-82.932087
"Audric Estime","Montvale, NJ","RB",0.9106,"4","Notre Dame","ACC",2021,41.0467635,-74.0229173
"Philip Riley","Valrico, FL","CB",0.8992,"4","Notre Dame","ACC",2021,27.9484265,-82.2362154522052
"Jayden Thomas","Atlanta, GA","WR",0.8991,"4","Notre Dame","ACC",2021,33.7489924,-84.3902644
"Caleb Johnson","Ocala, FL","OT",0.8958,"4","Notre Dame","ACC",2021,29.1871986,-82.1400923
"Khari Gee","Atlanta, GA","S",0.8871,"3","Notre Dame","ACC",2021,33.7489924,-84.3902644
"Joe Alt","Minneapolis, MN","OT",0.8862,"3","Notre Dame","ACC",2021,44.9772995,-93.2654692
"Mitchell Evans","Wadsworth, OH","TE",0.8776,"3","Notre Dame","ACC",2021,41.0256101,-81.7298519
"Logan Diggs","Metairie, LA","RB",0.8776,"3","Notre Dame","ACC",2021,29.9899926,-90.1505426
"Ryan Barnes","Gaithersburg, MD","CB",0.8722,"3","Notre Dame","ACC",2021,39.1399187,-77.1929215
"Chance Tucker","Encino, CA","CB",0.8721,"3","Notre Dame","ACC",2021,34.1591324,-118.5016166
